name	replicate	type	bam
SH2B3	SH2B3_20_c6	c6	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/genIE_kolf_round275_post_covid/BWA_SAMCLIP_10/FLASH_FILTERED/SH2B3_20_c6_filtered.bam
FUT8	FUT8_27_c7	c7	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/genIE_kolf_round275_post_covid/BWA_SAMCLIP_10/FLASH_FILTERED/FUT8_27_c7_filtered.bam
FUT8	FUT8_27_c2	c2	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/genIE_kolf_round275_post_covid/BWA_SAMCLIP_10/FLASH_FILTERED/FUT8_27_c2_filtered.bam
FUT8	FUT8_27_g2	g2	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/genIE_kolf_round275_post_covid/BWA_SAMCLIP_10/FLASH_FILTERED/FUT8_27_g2_filtered.bam
SAV1	SAV1_17_c3	c3	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/genIE_kolf_round275_post_covid/BWA_SAMCLIP_10/FLASH_FILTERED/SAV1_17_c3_filtered.bam
FUT8	FUT8_27_c3	c3	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/genIE_kolf_round275_post_covid/BWA_SAMCLIP_10/FLASH_FILTERED/FUT8_27_c3_filtered.bam
FUT8	FUT8_27_g1	g1	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/genIE_kolf_round275_post_covid/BWA_SAMCLIP_10/FLASH_FILTERED/FUT8_27_g1_filtered.bam
SH2B3	SH2B3_20_g1	g1	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/genIE_kolf_round275_post_covid/BWA_SAMCLIP_10/FLASH_FILTERED/SH2B3_20_g1_filtered.bam
SAV1	SAV1_17_c5	c5	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/genIE_kolf_round275_post_covid/BWA_SAMCLIP_10/FLASH_FILTERED/SAV1_17_c5_filtered.bam
SAV1	SAV1_17_g3	g3	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/genIE_kolf_round275_post_covid/BWA_SAMCLIP_10/FLASH_FILTERED/SAV1_17_g3_filtered.bam
SAV1	SAV1_17_c8	c8	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/genIE_kolf_round275_post_covid/BWA_SAMCLIP_10/FLASH_FILTERED/SAV1_17_c8_filtered.bam
SAV1	SAV1_17_c4	c4	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/genIE_kolf_round275_post_covid/BWA_SAMCLIP_10/FLASH_FILTERED/SAV1_17_c4_filtered.bam
SH2B3	SH2B3_20_c7	c7	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/genIE_kolf_round275_post_covid/BWA_SAMCLIP_10/FLASH_FILTERED/SH2B3_20_c7_filtered.bam
SAV1	SAV1_17_c1	c1	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/genIE_kolf_round275_post_covid/BWA_SAMCLIP_10/FLASH_FILTERED/SAV1_17_c1_filtered.bam
SAV1	SAV1_17_g2	g2	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/genIE_kolf_round275_post_covid/BWA_SAMCLIP_10/FLASH_FILTERED/SAV1_17_g2_filtered.bam
SH2B3	SH2B3_20_c1	c1	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/genIE_kolf_round275_post_covid/BWA_SAMCLIP_10/FLASH_FILTERED/SH2B3_20_c1_filtered.bam
STAT6	STAT6_26_c6	c6	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/genIE_kolf_round275_post_covid/BWA_SAMCLIP_10/FLASH_FILTERED/STAT6_26_c6_filtered.bam
SH2B3	SH2B3_20_g3	g3	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/genIE_kolf_round275_post_covid/BWA_SAMCLIP_10/FLASH_FILTERED/SH2B3_20_g3_filtered.bam
STAT6	STAT6_26_c7	c7	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/genIE_kolf_round275_post_covid/BWA_SAMCLIP_10/FLASH_FILTERED/STAT6_26_c7_filtered.bam
STAT6	STAT6_26_g2	g2	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/genIE_kolf_round275_post_covid/BWA_SAMCLIP_10/FLASH_FILTERED/STAT6_26_g2_filtered.bam
SH2B3	SH2B3_20_c8	c8	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/genIE_kolf_round275_post_covid/BWA_SAMCLIP_10/FLASH_FILTERED/SH2B3_20_c8_filtered.bam
SH2B3	SH2B3_20_g2	g2	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/genIE_kolf_round275_post_covid/BWA_SAMCLIP_10/FLASH_FILTERED/SH2B3_20_g2_filtered.bam
SH2B3	SH2B3_20_g4	g4	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/genIE_kolf_round275_post_covid/BWA_SAMCLIP_10/FLASH_FILTERED/SH2B3_20_g4_filtered.bam
FUT8	FUT8_27_c5	c5	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/genIE_kolf_round275_post_covid/BWA_SAMCLIP_10/FLASH_FILTERED/FUT8_27_c5_filtered.bam
SAV1	SAV1_17_g4	g4	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/genIE_kolf_round275_post_covid/BWA_SAMCLIP_10/FLASH_FILTERED/SAV1_17_g4_filtered.bam
FOXP1	FOXP1_18_c7	c7	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/genIE_kolf_round275_post_covid/BWA_SAMCLIP_10/FLASH_FILTERED/FOXP1_18_c7_filtered.bam
STAT6	STAT6_26_g3	g3	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/genIE_kolf_round275_post_covid/BWA_SAMCLIP_10/FLASH_FILTERED/STAT6_26_g3_filtered.bam
STAT6	STAT6_26_g1	g1	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/genIE_kolf_round275_post_covid/BWA_SAMCLIP_10/FLASH_FILTERED/STAT6_26_g1_filtered.bam
FOXP1	FOXP1_18_g2	g2	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/genIE_kolf_round275_post_covid/BWA_SAMCLIP_10/FLASH_FILTERED/FOXP1_18_g2_filtered.bam
STAT6	STAT6_26_c1	c1	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/genIE_kolf_round275_post_covid/BWA_SAMCLIP_10/FLASH_FILTERED/STAT6_26_c1_filtered.bam
FUT8	FUT8_27_c4	c4	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/genIE_kolf_round275_post_covid/BWA_SAMCLIP_10/FLASH_FILTERED/FUT8_27_c4_filtered.bam
FUT8	FUT8_27_c1	c1	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/genIE_kolf_round275_post_covid/BWA_SAMCLIP_10/FLASH_FILTERED/FUT8_27_c1_filtered.bam
STAT6	STAT6_26_c8	c8	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/genIE_kolf_round275_post_covid/BWA_SAMCLIP_10/FLASH_FILTERED/STAT6_26_c8_filtered.bam
STAT6	STAT6_26_c5	c5	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/genIE_kolf_round275_post_covid/BWA_SAMCLIP_10/FLASH_FILTERED/STAT6_26_c5_filtered.bam
STAT6	STAT6_26_g4	g4	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/genIE_kolf_round275_post_covid/BWA_SAMCLIP_10/FLASH_FILTERED/STAT6_26_g4_filtered.bam
FUT8	FUT8_27_g3	g3	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/genIE_kolf_round275_post_covid/BWA_SAMCLIP_10/FLASH_FILTERED/FUT8_27_g3_filtered.bam
