name	replicate	replicate_full	rsid	hgnc	sample	type	PCR	prefix	Read_1_file	Read_2_file	bam
CEP104	c6	CEP104_H14_C6	rs116831330	CEP104	H14	cDNA	NA	H14_C6	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H14-C6_S131_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H14-C6_S131_L001_R2_001.fastq.gz	NA
CEP104	c7	CEP104_H14_C7	rs116831330	CEP104	H14	cDNA	NA	H14_C7	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H14-C7_S132_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H14-C7_S132_L001_R2_001.fastq.gz	NA
CEP104	c8	CEP104_H14_C8	rs116831330	CEP104	H14	cDNA	NA	H14_C8	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H14-C8_S133_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H14-C8_S133_L001_R2_001.fastq.gz	NA
CEP104	g1	CEP104_H14_G1	rs116831330	CEP104	H14	gDNA	NA	H14_G1	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H14-G1_S122_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H14-G1_S122_L001_R2_001.fastq.gz	NA
CEP104	g2	CEP104_H14_G2	rs116831330	CEP104	H14	gDNA	NA	H14_G2	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H14-G2_S123_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H14-G2_S123_L001_R2_001.fastq.gz	NA
CEP104	g3	CEP104_H14_G3	rs116831330	CEP104	H14	gDNA	NA	H14_G3	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H14-G3_S124_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H14-G3_S124_L001_R2_001.fastq.gz	NA
CEP104	g4	CEP104_H14_G4	rs116831330	CEP104	H14	gDNA	NA	H14_G4	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H14-G4_S125_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H14-G4_S125_L001_R2_001.fastq.gz	NA
CUX1	c1	CUX1_H2_C1	rs139141690	CUX1	H2	cDNA	NA	H2_C1	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H2-C1_S17_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H2-C1_S17_L001_R2_001.fastq.gz	NA
CUX1	c2	CUX1_H2_C2	rs139141690	CUX1	H2	cDNA	NA	H2_C2	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H2-C2_S18_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H2-C2_S18_L001_R2_001.fastq.gz	NA
CUX1	c3	CUX1_H2_C3	rs139141690	CUX1	H2	cDNA	NA	H2_C3	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H2-C3_S19_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H2-C3_S19_L001_R2_001.fastq.gz	NA
CUX1	c4	CUX1_H2_C4	rs139141690	CUX1	H2	cDNA	NA	H2_C4	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H2-C4_S20_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H2-C4_S20_L001_R2_001.fastq.gz	NA
CUX1	c5	CUX1_H2_C5	rs139141690	CUX1	H2	cDNA	NA	H2_C5	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H2-C5_S21_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H2-C5_S21_L001_R2_001.fastq.gz	NA
CUX1	c6	CUX1_H2_C6	rs139141690	CUX1	H2	cDNA	NA	H2_C6	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H2-C6_S22_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H2-C6_S22_L001_R2_001.fastq.gz	NA
CUX1	c7	CUX1_H2_C7	rs139141690	CUX1	H2	cDNA	NA	H2_C7	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H2-C7_S23_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H2-C7_S23_L001_R2_001.fastq.gz	NA
CUX1	c8	CUX1_H2_C8	rs139141690	CUX1	H2	cDNA	NA	H2_C8	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H2-C8_S24_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H2-C8_S24_L001_R2_001.fastq.gz	NA
CUX1	g1	CUX1_H2_G1	rs139141690	CUX1	H2	gDNA	NA	H2_G1	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H2-G1_S13_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H2-G1_S13_L001_R2_001.fastq.gz	NA
CUX1	g2	CUX1_H2_G2	rs139141690	CUX1	H2	gDNA	NA	H2_G2	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H2-G2_S14_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H2-G2_S14_L001_R2_001.fastq.gz	NA
CUX1	g3	CUX1_H2_G3	rs139141690	CUX1	H2	gDNA	NA	H2_G3	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H2-G3_S15_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H2-G3_S15_L001_R2_001.fastq.gz	NA
CUX1	g4	CUX1_H2_G4	rs139141690	CUX1	H2	gDNA	NA	H2_G4	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H2-G4_S16_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H2-G4_S16_L001_R2_001.fastq.gz	NA
DNMT1	c1	DNMT1_H6_C1	rs117064827	DNMT1	H6	cDNA	NA	H6_C1	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H6-C1_S50_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H6-C1_S50_L001_R2_001.fastq.gz	NA
DNMT1	c2	DNMT1_H6_C2	rs117064827	DNMT1	H6	cDNA	NA	H6_C2	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H6-C2_S51_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H6-C2_S51_L001_R2_001.fastq.gz	NA
DNMT1	c3	DNMT1_H6_C3	rs117064827	DNMT1	H6	cDNA	NA	H6_C3	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H6-C3_S52_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/HL60/H6-C3_S52_L001_R2_001.fastq.gz	NA
