name	replicate	type	bam
DLG4	DLG4_7_c8	c8	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/K562/BWA_SAMCLIP_10/FLASH_FILTERED/DLG4_7_c8_filtered.bam
DNMT1	DNMT1_10_c1	c1	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/K562/BWA_SAMCLIP_10/FLASH_FILTERED/DNMT1_10_c1_filtered.bam
DLG4	DLG4_7_g4	g4	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/K562/BWA_SAMCLIP_10/FLASH_FILTERED/DLG4_7_g4_filtered.bam
DNMT1	DNMT1_10_c3	c3	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/K562/BWA_SAMCLIP_10/FLASH_FILTERED/DNMT1_10_c3_filtered.bam
DNMT1	DNMT1_10_g4	g4	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/K562/BWA_SAMCLIP_10/FLASH_FILTERED/DNMT1_10_g4_filtered.bam
EPB41	EPB41_15_c1	c1	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/K562/BWA_SAMCLIP_10/FLASH_FILTERED/EPB41_15_c1_filtered.bam
DNMT1	DNMT1_10_g1	g1	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/K562/BWA_SAMCLIP_10/FLASH_FILTERED/DNMT1_10_g1_filtered.bam
EPB41	EPB41_15_c8	c8	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/K562/BWA_SAMCLIP_10/FLASH_FILTERED/EPB41_15_c8_filtered.bam
DNMT1	DNMT1_10_g2	g2	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/K562/BWA_SAMCLIP_10/FLASH_FILTERED/DNMT1_10_g2_filtered.bam
DNMT1	DNMT1_10_g3	g3	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/K562/BWA_SAMCLIP_10/FLASH_FILTERED/DNMT1_10_g3_filtered.bam
DNMT1	DNMT1_10_c5	c5	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/K562/BWA_SAMCLIP_10/FLASH_FILTERED/DNMT1_10_c5_filtered.bam
EPB41	EPB41_15_c2	c2	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/K562/BWA_SAMCLIP_10/FLASH_FILTERED/EPB41_15_c2_filtered.bam
EPB41	EPB41_15_g2	g2	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/K562/BWA_SAMCLIP_10/FLASH_FILTERED/EPB41_15_g2_filtered.bam
EPB41	EPB41_15_c4	c4	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/K562/BWA_SAMCLIP_10/FLASH_FILTERED/EPB41_15_c4_filtered.bam
EROS	EROS_16_c2	c2	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/K562/BWA_SAMCLIP_10/FLASH_FILTERED/EROS_16_c2_filtered.bam
EPB41	EPB41_15_c5	c5	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/K562/BWA_SAMCLIP_10/FLASH_FILTERED/EPB41_15_c5_filtered.bam
EPB41	EPB41_15_c7	c7	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/K562/BWA_SAMCLIP_10/FLASH_FILTERED/EPB41_15_c7_filtered.bam
EPB41	EPB41_15_g1	g1	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/K562/BWA_SAMCLIP_10/FLASH_FILTERED/EPB41_15_g1_filtered.bam
EPB41	EPB41_15_c6	c6	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/K562/BWA_SAMCLIP_10/FLASH_FILTERED/EPB41_15_c6_filtered.bam
DLG4	DLG4_7_g1	g1	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/K562/BWA_SAMCLIP_10/FLASH_FILTERED/DLG4_7_g1_filtered.bam
DNMT1	DNMT1_10_c7	c7	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/K562/BWA_SAMCLIP_10/FLASH_FILTERED/DNMT1_10_c7_filtered.bam
DNMT1	DNMT1_10_c8	c8	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/K562/BWA_SAMCLIP_10/FLASH_FILTERED/DNMT1_10_c8_filtered.bam
EROS	EROS_16_c5	c5	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/K562/BWA_SAMCLIP_10/FLASH_FILTERED/EROS_16_c5_filtered.bam
EPB41	EPB41_15_g3	g3	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/K562/BWA_SAMCLIP_10/FLASH_FILTERED/EPB41_15_g3_filtered.bam
EROS	EROS_16_c1	c1	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/K562/BWA_SAMCLIP_10/FLASH_FILTERED/EROS_16_c1_filtered.bam
DNMT1	DNMT1_10_c6	c6	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/K562/BWA_SAMCLIP_10/FLASH_FILTERED/DNMT1_10_c6_filtered.bam
EROS	EROS_16_c6	c6	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/K562/BWA_SAMCLIP_10/FLASH_FILTERED/EROS_16_c6_filtered.bam
EROS	EROS_16_c4	c4	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/K562/BWA_SAMCLIP_10/FLASH_FILTERED/EROS_16_c4_filtered.bam
EPB41	EPB41_15_g4	g4	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/K562/BWA_SAMCLIP_10/FLASH_FILTERED/EPB41_15_g4_filtered.bam
EROS	EROS_16_c3	c3	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/K562/BWA_SAMCLIP_10/FLASH_FILTERED/EROS_16_c3_filtered.bam
FOXP1	FOXP1_2_c3	c3	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/K562/BWA_SAMCLIP_10/FLASH_FILTERED/FOXP1_2_c3_filtered.bam
FOXP1	FOXP1_2_c1	c1	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/K562/BWA_SAMCLIP_10/FLASH_FILTERED/FOXP1_2_c1_filtered.bam
EROS	EROS_16_g2	g2	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/K562/BWA_SAMCLIP_10/FLASH_FILTERED/EROS_16_g2_filtered.bam
EPB41	EPB41_15_c3	c3	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/K562/BWA_SAMCLIP_10/FLASH_FILTERED/EPB41_15_c3_filtered.bam
FOXP1	FOXP1_2_c4	c4	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/K562/BWA_SAMCLIP_10/FLASH_FILTERED/FOXP1_2_c4_filtered.bam
FOXP1	FOXP1_2_c6	c6	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/K562/BWA_SAMCLIP_10/FLASH_FILTERED/FOXP1_2_c6_filtered.bam
FOXP1	FOXP1_2_c5	c5	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/K562/BWA_SAMCLIP_10/FLASH_FILTERED/FOXP1_2_c5_filtered.bam
EROS	EROS_16_g4	g4	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/K562/BWA_SAMCLIP_10/FLASH_FILTERED/EROS_16_g4_filtered.bam
EROS	EROS_16_g3	g3	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/K562/BWA_SAMCLIP_10/FLASH_FILTERED/EROS_16_g3_filtered.bam
FOXP1	FOXP1_2_g3	g3	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/K562/BWA_SAMCLIP_10/FLASH_FILTERED/FOXP1_2_g3_filtered.bam
EROS	EROS_16_g1	g1	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/K562/BWA_SAMCLIP_10/FLASH_FILTERED/EROS_16_g1_filtered.bam
FOXP1	FOXP1_2_c7	c7	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/K562/BWA_SAMCLIP_10/FLASH_FILTERED/FOXP1_2_c7_filtered.bam
FOXP1	FOXP1_2_g4	g4	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/K562/BWA_SAMCLIP_10/FLASH_FILTERED/FOXP1_2_g4_filtered.bam
EROS	EROS_16_c8	c8	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/K562/BWA_SAMCLIP_10/FLASH_FILTERED/EROS_16_c8_filtered.bam
NBN	NBN_13_c2	c2	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/K562/BWA_SAMCLIP_10/FLASH_FILTERED/NBN_13_c2_filtered.bam
EROS	EROS_16_c7	c7	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/K562/BWA_SAMCLIP_10/FLASH_FILTERED/EROS_16_c7_filtered.bam
FOXP1	FOXP1_2_g2	g2	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/K562/BWA_SAMCLIP_10/FLASH_FILTERED/FOXP1_2_g2_filtered.bam
NBN	NBN_13_c7	c7	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/K562/BWA_SAMCLIP_10/FLASH_FILTERED/NBN_13_c7_filtered.bam
NBN	NBN_13_c8	c8	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/K562/BWA_SAMCLIP_10/FLASH_FILTERED/NBN_13_c8_filtered.bam
NBN	NBN_13_c4	c4	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/K562/BWA_SAMCLIP_10/FLASH_FILTERED/NBN_13_c4_filtered.bam
NBN	NBN_13_g3	g3	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/K562/BWA_SAMCLIP_10/FLASH_FILTERED/NBN_13_g3_filtered.bam
NBN	NBN_13_g1	g1	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/K562/BWA_SAMCLIP_10/FLASH_FILTERED/NBN_13_g1_filtered.bam
FOXP1	FOXP1_2_g1	g1	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/K562/BWA_SAMCLIP_10/FLASH_FILTERED/FOXP1_2_g1_filtered.bam
SAV1	SAV1_1_c3	c3	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/K562/BWA_SAMCLIP_10/FLASH_FILTERED/SAV1_1_c3_filtered.bam
SAV1	SAV1_1_g1	g1	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/K562/BWA_SAMCLIP_10/FLASH_FILTERED/SAV1_1_g1_filtered.bam
NBN	NBN_13_c1	c1	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/K562/BWA_SAMCLIP_10/FLASH_FILTERED/NBN_13_c1_filtered.bam
SAV1	SAV1_1_c8	c8	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/K562/BWA_SAMCLIP_10/FLASH_FILTERED/SAV1_1_c8_filtered.bam
NBN	NBN_13_c5	c5	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/K562/BWA_SAMCLIP_10/FLASH_FILTERED/NBN_13_c5_filtered.bam
SAV1	SAV1_1_c6	c6	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/K562/BWA_SAMCLIP_10/FLASH_FILTERED/SAV1_1_c6_filtered.bam
SAV1	SAV1_1_c5	c5	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/K562/BWA_SAMCLIP_10/FLASH_FILTERED/SAV1_1_c5_filtered.bam
SAV1	SAV1_1_g4	g4	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/K562/BWA_SAMCLIP_10/FLASH_FILTERED/SAV1_1_g4_filtered.bam
NBN	NBN_13_g2	g2	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/K562/BWA_SAMCLIP_10/FLASH_FILTERED/NBN_13_g2_filtered.bam
NBN	NBN_13_c6	c6	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/K562/BWA_SAMCLIP_10/FLASH_FILTERED/NBN_13_c6_filtered.bam
SH2B3	SH2B3_5_c1	c1	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/K562/BWA_SAMCLIP_10/FLASH_FILTERED/SH2B3_5_c1_filtered.bam
SAV1	SAV1_1_c4	c4	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/K562/BWA_SAMCLIP_10/FLASH_FILTERED/SAV1_1_c4_filtered.bam
NBN	NBN_13_g4	g4	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/K562/BWA_SAMCLIP_10/FLASH_FILTERED/NBN_13_g4_filtered.bam
SAV1	SAV1_1_g3	g3	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/K562/BWA_SAMCLIP_10/FLASH_FILTERED/SAV1_1_g3_filtered.bam
SAV1	SAV1_1_c2	c2	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/K562/BWA_SAMCLIP_10/FLASH_FILTERED/SAV1_1_c2_filtered.bam
SAV1	SAV1_1_c1	c1	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/K562/BWA_SAMCLIP_10/FLASH_FILTERED/SAV1_1_c1_filtered.bam
SAV1	SAV1_1_g2	g2	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/K562/BWA_SAMCLIP_10/FLASH_FILTERED/SAV1_1_g2_filtered.bam
SH2B3	SH2B3_5_c2	c2	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/K562/BWA_SAMCLIP_10/FLASH_FILTERED/SH2B3_5_c2_filtered.bam
SH2B3	SH2B3_5_c3	c3	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/K562/BWA_SAMCLIP_10/FLASH_FILTERED/SH2B3_5_c3_filtered.bam
NBN	NBN_13_c3	c3	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/K562/BWA_SAMCLIP_10/FLASH_FILTERED/NBN_13_c3_filtered.bam
SH2B3	SH2B3_5_c4	c4	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/K562/BWA_SAMCLIP_10/FLASH_FILTERED/SH2B3_5_c4_filtered.bam
SH2B3	SH2B3_5_c5	c5	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/K562/BWA_SAMCLIP_10/FLASH_FILTERED/SH2B3_5_c5_filtered.bam
SH2B3	SH2B3_5_g4	g4	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/K562/BWA_SAMCLIP_10/FLASH_FILTERED/SH2B3_5_g4_filtered.bam
SAV1	SAV1_1_c7	c7	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/K562/BWA_SAMCLIP_10/FLASH_FILTERED/SAV1_1_c7_filtered.bam
SH2B3	SH2B3_5_c7	c7	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/K562/BWA_SAMCLIP_10/FLASH_FILTERED/SH2B3_5_c7_filtered.bam
SH2B3	SH2B3_5_c6	c6	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/K562/BWA_SAMCLIP_10/FLASH_FILTERED/SH2B3_5_c6_filtered.bam
SH2B3	SH2B3_5_g2	g2	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/K562/BWA_SAMCLIP_10/FLASH_FILTERED/SH2B3_5_g2_filtered.bam
SH2B3	SH2B3_5_g3	g3	/lustre/scratch123/hgi/mdt1/teams/soranzo/projects/genIE_analysis/K562/BWA_SAMCLIP_10/FLASH_FILTERED/SH2B3_5_g3_filtered.bam
